trial,estimate_value,weight_source_1,weight_source_2,source_1_mean,source_2_mean
1,4.8960446060931115,0.5361101589917789,0.46388984100822106,4.92502295203475,4.862554789596322
2,2.587455249266541,0.4565743569392032,0.5434256430607969,4.053357778294419,1.3558359595386609
3,6.258524478621266,0.43273006038411377,0.5672699396158861,2.506290066353227,9.12083836201786
4,2.21385246272454,0.45032810159753583,0.5496718984024642,1.2232487752058319,3.0254214720414234
5,10.266845379537337,0.51246244060475,0.4875375593952501,13.673626063556128,6.685896362803183
6,1.0025525262979593,0.5335170235559181,0.4664829764440819,-1.0708915961447047,3.373952539965397
7,4.777288827505833,0.5496908707103655,0.45030912928963446,3.9047873407688147,5.84234851816132
8,2.9069760035423013,0.6347120195557971,0.3652879804442029,1.9787496353688336,4.519830694331442
9,1.8392514820283912,0.5332849306300677,0.46671506936993234,1.9024866788292183,1.7669967387118035
10,2.247182077431958,0.43452827901488,0.5654717209851199,1.657670707948288,2.700183264467773
11,1.9786231971674193,0.45763634689597066,0.5423636531040293,1.382000490406174,2.482042322757371
12,3.847578391301284,0.5814806888959673,0.41851931110403273,2.8069042847776213,5.293466024971682
13,0.8345985450278075,0.521231602301497,0.47876839769850305,0.46309567552967046,1.2390509626455195
14,3.90751613693927,0.48398695975970984,0.5160130402402903,4.0942901716721725,3.732334135355864
15,1.3532960510746679,0.5748209554655448,0.42517904453445515,4.005063533373203,-2.231761908487547
16,0.8517622240982748,0.49597838023477236,0.5040216197652276,1.6548517812246022,0.061488469745215824
17,5.269357441745416,0.5273253287746239,0.47267467122537604,1.3360019699974632,9.657487573512041
18,3.394599751426945,0.4828482028488338,0.5171517971511662,3.7751111226552885,3.0393283731328733
19,8.23852457368774,0.44165714064165174,0.5583428593583483,10.321140113438481,6.591146069735483
20,1.47833615857951,0.5120627773602447,0.4879372226397553,-0.1417005467098349,3.178473914514699
21,4.106959929406048,0.5603715403657044,0.43962845963429564,4.835722307571063,3.178044415718394
22,-0.6266694068014234,0.5645062336653486,0.43549376633465137,-2.6135025345114204,1.948751351307079
23,0.3231461707210828,0.4945820239481761,0.5054179760518239,0.1839080567849969,0.4593990771554495
24,11.0260010009973,0.5284060936082305,0.47159390639176946,13.866671956148853,7.843118817207934
25,7.364478036265753,0.5234842973089744,0.47651570269102556,10.990291558532649,3.3812799314428164
26,0.5521777385426474,0.5354538567724382,0.4645461432275619,1.4319460420923544,-0.4618772440881642
27,3.5309615639867893,0.5194010975827623,0.4805989024172377,3.216526087287539,3.8707836711433368
28,2.4644659044782635,0.4920603100861462,0.5079396899138537,0.9545776495382814,3.927151529709091
29,4.1167008339343685,0.48097486988745963,0.5190251301125405,2.6125282901645193,5.51060095852202
30,7.067597787580868,0.49548327849403573,0.5045167215059642,5.028920721644198,9.069772053293411
31,2.0036036978705636,0.5026561138165617,0.49734388618343833,1.624007433534361,2.3872545043874522
32,0.05533390151526134,0.5841009963798325,0.41589900362016746,0.2137562235620063,-0.16715914451478042
33,7.719616344129961,0.44665505948578677,0.5533449405142132,11.655853599364248,4.542321032180361
