trial,estimate_value,weight_source_1,weight_source_2,source_1_mean,source_2_mean
1,1.4010085929936045,0.48393414863321643,0.5160658513667835,4.7429384208178575,-1.732843340314488
2,2.932799417143432,0.48322784735171087,0.5167721526482892,3.622428735202286,2.287934772002589
3,-2.157229006440108,0.5226981870146516,0.4773018129853484,-0.19792723055374717,-4.302880789459473
4,3.0117861490976194,0.47222427690222873,0.5277757230977712,10.19571743882023,-3.4159948384263243
5,-0.3318323996883552,0.5129025714867823,0.48709742851321775,-2.134800144457482,1.5666518428223113
6,0.19254535555800467,0.46325869090283966,0.5367413090971603,1.6355014710942533,-1.052862720518668
7,-1.2027418015839202,0.5087828377762467,0.4912171622237534,-0.4727531690500886,-1.9588344558462447
8,1.8786188116530975,0.6085635846110289,0.3914364153889711,0.1645195202413694,4.543517549099835
9,2.27784500915699,0.5590265037259384,0.4409734962740616,-0.26940693146049144,5.507021725000948
10,3.132196025764194,0.4580273899988202,0.5419726100011798,0.5325888830530063,5.329154419280988
11,1.950076039424916,0.540723373476342,0.4592766265236579,0.7443051370899259,3.3696747568366847
12,0.1985685101752456,0.5816866720197801,0.41831332798021986,0.5661657782154372,-0.3125948145084303
13,4.14547832452158,0.5003384744044179,0.49966152559558213,10.458158211684108,-2.175754074514025
14,2.9950550437892822,0.4192270342260333,0.5807729657739666,-1.5880110907246463,6.303310311273308
15,-2.672031945186548,0.557796096352763,0.442203903647237,-2.6832439797914813,-2.6578890823958288
16,4.380510019655385,0.5048773758635304,0.49512262413646957,2.4333553948678026,6.366026878388807
17,5.786767354445802,0.6022012544143639,0.3977987455856361,5.680867125129289,5.9470827190487885
18,1.2691066055610565,0.5201824832304354,0.4798175167695647,2.904816367177312,-0.5042083233527239
19,3.8265373753748033,0.5088907599838071,0.491109240016193,7.883066850830678,-0.3768662657242512
20,1.9861882758683271,0.49297222990651574,0.5070277700934842,0.5423727969699361,3.389979109800069
21,-0.029581352794285642,0.5425093777951593,0.45749062220484077,-3.098706313141186,3.609901057990247
22,2.8610610048187812,0.5310945269966778,0.46890547300332214,-2.1463444786533263,8.532578613030509
23,-2.7262810864599816,0.48405368084853595,0.515946319151464,-4.276898006863263,-1.2715137976039386
24,-0.25905621736748685,0.5250935296658789,0.47490647033412114,-2.469992021291692,2.185526363978355
25,2.4098660164957337,0.48349963065742685,0.5165003693425732,2.8523434009916833,1.9956598228963638
26,2.441337570787521,0.5332213538212547,0.46677864617874537,2.298054961677535,2.605015467011188
27,0.741707590153048,0.5771961738738081,0.4228038261261919,0.1645626047253157,1.529604616562444
28,3.541168560472085,0.43636495344266424,0.5636350465573357,-1.7925521985862796,7.670522873903545
29,4.212651330571007,0.4669156521580681,0.5330843478419319,6.12802768994817,2.535019628220004
30,-3.923650077930933,0.5196662484582988,0.4803337515417012,-5.686828318501846,-2.0160926375055905
31,-1.0459453160194132,0.5367706337762662,0.4632293662237338,-1.2282443247886183,-0.8347049206370323
32,-2.0970522665708535,0.5711320487261243,0.4288679512738756,-3.236725016861271,-0.579327216663744
33,2.2103548423385813,0.464926425965328,0.5350735740346719,2.828395176092966,1.6733384441857828
34,-0.07689357816762055,0.5043032258335468,0.4956967741664531,1.8704440670265745,-2.0580415449057843
35,-0.8822204191900943,0.4605010614735253,0.5394989385264748,1.326419644756529,-2.7674532180502975
36,2.728754249073976,0.39978369837182587,0.6002163016281742,6.246087402089354,0.3859780657149514
