trial,estimate_value
1,3.1611072810350085
2,0.8111010215561576
3,0.5260681048236728
4,1.301599167727116
5,1.277703861264914
6,-1.434562516148849
7,1.9247726267506886
8,0.9033343986253077
9,1.8850445478275857
10,2.6534001594603738
11,-0.07516536289888576
12,0.8387744829866925
13,0.6574880632343125
14,1.4741786445586667
15,-0.15057904429174496
16,0.4125799084632331
17,1.7282451906996223
18,0.4906498426522101
19,1.342502029190478
20,-0.2285835173591999
21,0.9719140275047384
22,1.6222152919559172
23,-1.532892253050723
24,0.2050237783764346
25,0.2609801133727587
26,0.590537359478954
27,3.0121353676979252
28,-0.7012751460429465
29,1.2277061310794974
30,1.5482471436236187
31,0.9213656978901592
32,0.3477131151604107
33,-0.06835864910503053
34,1.4304261559640492
35,-3.143326275007406
36,-0.10389302833586678
37,-1.8761035234377674
38,1.6831779425186424
39,0.9522896626746369
40,2.1659883265990723
41,0.34770470884977245
42,3.6429705446981586
43,-0.20697590588735526
44,1.985219597735009
45,0.6789947036103778
46,1.5359228677478254
47,0.45084531896561253
48,-0.49761193100611667
49,1.9449183301398998
50,1.8441973449163138
51,1.9802066777351102
52,1.4461161643809426
53,2.047100356901549
54,1.0476698801661442
55,-0.268592598062924
56,0.1570181218275324
57,2.019837611362268
58,-0.48237226659019017
59,1.404592827929227
60,0.47187355589647706
61,1.3687703867506698
62,2.329950134399477
63,0.8619281431888428
64,0.32577882993602625
65,0.48711572538356984
66,1.4941717486953958
67,1.3257228157615306
68,0.18239458384219454
69,0.15559338441110793
70,0.8040306727168329
71,1.2880721587627864
72,2.1000326448826425
73,1.460162000612984
74,0.826905447245275
75,1.9970599594813203
76,3.939381499091175
77,1.2989333584449647
78,1.5242946141896574
79,-0.23824893128136138
80,2.451681738226385
81,0.710913598640516
82,-1.0658671112440712
83,8.979956787787918
84,3.840524306513318
85,0.2770847487331003
86,1.91677091484879
87,1.786352092316156
88,0.8934058003710088
89,0.8924321091462217
90,-0.028533868923251937
